customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9638-JIQYA,Female,0,No,No,69,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,Yes,One year,No,Electronic check,48.8,225.75,Yes
8665-UTDHZ,Male,1,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,103.9,1710.45,No
6924-TDGMT,Female,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,85.55,308.05,No
7703-ZEKEF,Male,0,Yes,Yes,70,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),19.15,1547.35,Yes
5197-YPYBZ,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,81.0,24.7,No
6175-IRFIT,Male,0,No,Yes,28,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,80.25,1672.1,Yes
8782-LKFPK,Male,0,No,No,27,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.4,3593.8,No
8404-VIOMB,Male,1,No,No,44,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),50.15,6692.65,No
1041-RXHRA,Male,0,No,Yes,71,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,74.85,6703.5,Yes
4550-VBOFE,Male,0,Yes,No,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,89.1,161.5,No
4625-XMOYM,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),85.95,5189.75,No
6870-ECSHE,Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.1,306.6,No
8091-TTVAX,Female,0,No,Yes,24,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,39.9,460.2,Yes
4547-KQRTM,Male,1,No,Yes,34,No,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),74.3,1292.2,No
6728-VOIFY,Male,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.7,79.55,No
9591-YVTEB,Male,0,Yes,Yes,30,Yes,No,DSL,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),83.55,294.2,No
6518-KZXCB,Male,0,No,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,104.45,900.9,No
6439-GTPCA,Male,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),88.8,78.25,No
3097-FQTVJ,Male,0,Yes,No,26,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,74.3,832.35,Yes
7353-YOWFP,Female,0,No,Yes,62,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),85.95,1048.85,No
5181-OABFK,Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,98.15,25.8,Yes
6017-PPLPX,Female,0,No,Yes,54,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.45,1345.75,No
5092-STPKP,Male,1,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.6,760.05,No
3951-NJCVI,Male,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1797.75,No
9172-JITSM,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,4620.4,No
0565-JUPYD,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),97.7,321.4,Yes
8229-MYEJZ,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,83.3,3579.15,No
3911-RSNHI,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,100.3,7555,No
5348-CAGXB,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,50.3,7746.7,Yes
9272-LSVYH,Female,1,Yes,No,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,81.3,1789.9,Yes
9150-KPBJQ,Male,0,No,No,5,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.3,1217.25,Yes
1272-ILHFG,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.95,1312.45,No
8930-XOTDP,Female,0,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,69.95,1372.45,No
4458-KVRBJ,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,24.75,2747.2,No
5214-NLTIT,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.75,62.25,Yes
8414-OOEEL,Male,0,No,Yes,55,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,23.9,333.65,Yes
2294-DMMUS,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,95.9,914.4,No
2386-LAHRK,Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.55,360.55,No
0868-VJRDR,Male,0,Yes,No,21,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,45.1,92.25,Yes
3544-FBCAS,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,104.4,7882.25,No
0536-ESJEP,Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.95,7679.65,No
3722-WPXTK,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,50.8,93.7,Yes
6968-URWQU,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.7,5835.5,No
7271-AJDTL,Female,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,44.9,No
5519-NPHVG,Male,1,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.35,3183.4,No
8970-ANWXO,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.25,3181.8,No
8242-SOQUO,Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),90.15,5127.95,No
6738-ISCBM,Male,0,Yes,No,28,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.75,44.15,No
8413-YNHNV,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),80.25,1013.6,Yes
6704-UTUKK,Female,0,Yes,No,5,No,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,78.75,1269.55,Yes
0725-CXOTM,Female,0,No,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.15,187.45,Yes
4570-QHXHL,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.7,73,No
2081-VEYEH,Male,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,97.2,5963.95,Yes
2576-HXMPA,Female,0,Yes,Yes,64,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),75.35,5629.15,No
5649-VUKMC,Male,0,Yes,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.9,355.1,No
8319-QBEHW,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15,3342.45,No
5146-CBVOE,Male,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,3857.1,No
3685-YLCMQ,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,44.4,No
5149-QYTTU,Male,0,Yes,No,5,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),69.9,564.65,No
4992-LTJNE,Male,0,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.7,2997.45,No
3668-QPYBK,Female,0,No,No,22,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,85.55,1067.05,Yes
4625-XMOYM,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,512.25,Yes
4952-YSOGZ,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,55.65,2322.85,No
2884-GBPFB,Male,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,90.65,1007.8,Yes
0128-MKWSG,Female,1,Yes,No,35,Yes,No,DSL,No,No,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),20.5,1719.15,No
3410-YOQBQ,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.25,2157.3,No
7975-JMZNT,Male,0,Yes,Yes,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),70.2,768.05,No
5012-YSPJJ,Female,1,Yes,No,6,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,75.45,129.6,Yes
2904-GGUAZ,Male,0,No,Yes,4,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),97.1,784.25,No
5924-IFQTT,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,55.7,49.3,No
2157-MXBJS,Female,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.25,5647.95,No
1271-SJBGZ,Male,1,Yes,No,54,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,104.5,487.75,Yes
0197-PNKNK,Female,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,79.15,511.25,Yes
5788-YPOEG,Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.35,958.25,No
4804-NCPET,Male,1,No,No,22,Yes,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,84.95,291.9,Yes
3807-BPOMJ,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),107.05,246.3,No
6425-YQLLO,Male,1,Yes,No,70,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.7,36.45,Yes
2840-XANRC,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),70.2,107.25,No
5445-PZWGX,Male,0,No,No,46,No,No,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),93.25,3036.75,Yes
0612-RTZZA,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,49.65,3870.3,No
5027-XWQHA,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,75.5,3772.65,No
3097-FQTVJ,Female,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,76.35,4676.7,No
7619-ODSGN,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,80.65,1177.95,No
9548-ZMVTX,Male,0,Yes,No,70,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.45,224.85,Yes
6723-WSNTY,Male,1,No,Yes,60,No,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),87.2,68.35,Yes
6480-YAGIY,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.15,1325.85,No
5090-EMGTC,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),99.4,131.65,No
8883-ANODQ,Male,0,No,No,68,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,59.75,5969.3,No
1304-NECVQ,Male,1,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.15,6876.05,No
7781-EWARA,Male,0,Yes,No,6,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,81.45,249.55,No
8573-JGCZW,Male,0,No,No,4,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,45.65,5437.1,No
7634-HLQJR,Male,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),25.7,7616,No
3873-NFTGI,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,3233.6,No
8610-WFCJF,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,106.65,785.75,Yes
1241-FPMOF,Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,50.7,244.65,Yes
7105-MXJLL,Female,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.05,5742.9,No
6728-VOIFY,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.95,4399.5,No
5698-BQJOH,Male,0,Yes,Yes,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),105.35,154.55,No
4277-PVRAN,Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.95,8332.15,No
6365-HITVU,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),70.6,1375.15,No
0270-THENM,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,399.45,No
2274-XUATA,Female,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),45.25,743.3,No
9396-ZSFLL,Male,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,360.55,No
0080-OROZO,Female,0,No,No,40,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,50.15,653.15,Yes
5855-EIBDE,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),85.45,457.1,No
1452-KIOVK,Male,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),74.8,229.5,No
0689-NKYLF,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,79.05,45.8,Yes
3347-YJZZE,Female,0,Yes,Yes,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,3003.55,No
8963-MQVYN,Male,1,No,No,3,No,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,89.7,3988.5,Yes
1641-RQDAY,Male,1,Yes,Yes,63,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),59.5,132.2,Yes
7883-ROJOC,Male,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,46.0,4136.4,No
0282-NVSJS,Female,1,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,4145.25,No
5055-BRMNE,Male,0,No,Yes,30,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,2553.35,Yes
5977-CKHON,Male,0,No,No,21,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,89.95,2789.7,Yes
4003-OCTMP,Female,0,Yes,No,68,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,19.95,1756.6,No
9068-VPWQQ,Female,1,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),92.05,851.8,Yes
6705-LNMDD,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.7,810.85,No
0027-KWYKW,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),84.45,1111.65,No
9063-ZGTUY,Male,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,50.95,666,No
5553-AOINX,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.9,3450.15,Yes
7107-UBYKY,Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,20.25,No
4195-SMMNX,Male,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,75.3,6440.25,No
1240-HCBOH,Male,1,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,54.5,521.9,No
4342-HFXWS,Female,0,No,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,84.5,44.1,Yes
4193-ORFCL,Male,0,No,No,5,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,78.65,6418.9,No
3597-YASZG,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.3,1461.15,Yes
1098-TDVUQ,Female,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,60.35,147.8,Yes
8436-BJUMM,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,93.25,2511.55,Yes
5651-WYIPH,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,105.0,1657.4,No
1627-AFWVJ,Male,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.2,7031.3,No
3873-NFTGI,Male,0,No,No,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,72.9,3343.15,Yes
7156-MHUGY,Female,0,Yes,Yes,7,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),70.6,785.75,No
4884-LEVMQ,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,59.8,2498.4,No
6198-RTPMF,Male,0,Yes,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.45,1208.6,No
4702-IOQDC,Female,0,No,Yes,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,82.75,5139.65,Yes
9481-WHGWY,Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.25,1120.95,No
2439-LYPMQ,Male,1,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),83.45,19.45,Yes
6987-XQSJT,Female,0,Yes,No,45,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),23.9,686.95,No
6705-LNMDD,Male,1,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.25,129.15,No
5117-ZSMHQ,Male,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.05,6362.35,No
9830-ECLEN,Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.05,20.4,No
8740-CRYFY,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),59.75,5647.95,No
6469-MRVET,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),50.15,6914.95,No
2777-PHDEI,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,90.95,3105.55,No
9369-XFEHK,Male,0,Yes,No,55,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),25.65,244.65,No
2955-PSXOE,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,1077.05,No
1568-BEKZM,Female,0,Yes,No,69,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),44.55,399.25,No
7649-PHJVR,Female,0,No,Yes,60,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),106.6,2319.8,No
8149-RSOUN,Female,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15,1119.35,No
2314-TNDJQ,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),49.45, ,No
7853-OETYL,Female,0,No,No,22,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.65,3233.6,No
7336-RLLRH,Female,0,Yes,No,32,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),85.0,1190.5,No
5684-FJVYR,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.65,4528,No
5091-HFAZW,Female,0,Yes,Yes,55,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),80.6,3263.6,No
9544-PYPSJ,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.7,2151.6,No
1087-UDSIH,Male,0,Yes,Yes,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,25.15,69.25,No
3324-OIRTO,Female,0,Yes,Yes,42,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,44.4,3582.4,Yes
6870-ECSHE,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,2971.7,No
5206-XZZQI,Female,0,No,Yes,35,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,75.1,3708.4,No
9239-ZBZZV,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.1,150.6,No
7311-MQJCH,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),80.45,4680.05,No
6388-TABGU,Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.3,754.65,No
6227-FBDXH,Male,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,2460.35,No
2452-KDRRH,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,94.2,226.55,No
5802-ADBRC,Male,1,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.75,19.75,No
2725-KXXWT,Male,0,No,Yes,69,No,No,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,83.3,7689.8,Yes
8740-CRYFY,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,106.05,3432.9,Yes
7517-SAWMO,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,50.35,337.9,No
8129-GMVGI,Male,0,Yes,No,40,Yes,No phone service,No,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,84.6,746.05,Yes
