customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3318-NMQXL,Male,0,No,No,72.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,7302.31557459982,No
3143-ILDAL,Male,0,No,No,72.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,118.75,8684.8,Yes
1022-RKXDR,Female,0,No,No,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,118.75,7997.76557459982,No
2361-FJWNO,Male,0,No,No,72.0,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),118.75,8418.41557459982,No
2272-UOINI,Female,0,No,No,72.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,7606.56557459982,No
8232-UTFOZ,Male,0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),118.75,8434.86557459982,No
3750-YHRYO,Male,0,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,118.75,7185.51557459982,No
6637-KYRCV,Female,0,Yes,Yes,72.0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,118.75,7202.71557459982,No
5668-MEISB,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),118.75,8684.8,No
0129-QMPDR,Male,0,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),118.75,7900.56557459982,No
7188-CBBBA,Female,0,No,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,118.75,8684.8,No
5356-CSVSQ,Female,0,No,No,72.0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,118.75,7209.71557459982,No
3221-CJMSG,Male,0,No,No,72.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),118.75,8305.11557459982,No
4720-VSTSI,Female,0,No,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),118.75,8684.8,Yes
3219-JQRSL,Female,1,Yes,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),118.75,8684.8,No
2801-NISEI,Male,0,No,No,72.0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,118.75,8384.01557459982,No
3946-MHCZW,Male,0,No,No,72.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,118.75,7086.41557459982,Yes
4623-ZKHLY,Male,0,Yes,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),118.75,7507.06557459982,No
6732-VAILE,Male,0,Yes,Yes,72.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),118.75,8684.8,No
8201-AAXCB,Male,0,Yes,Yes,72.0,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,118.75,8440.16557459982,No
7696-CFTAT,Male,0,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),118.75,7761.61557459982,No
1845-CSBRZ,Female,1,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),118.75,8684.8,No
2123-VSCOT,Female,0,Yes,Yes,72.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),118.75,8684.8,No
6651-AZVTJ,Male,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,8684.8,Yes
4566-GOLUK,Male,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.75,8684.8,Yes
2484-DGXPZ,Female,0,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,118.75,7694.46557459982,Yes
2018-QKYGT,Male,0,Yes,Yes,72.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,118.75,7116.56557459982,No
2792-VPPET,Male,0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,118.75,7112.46557459982,No
7409-JURKQ,Female,0,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.75,8684.8,No
3247-MHJKM,Male,0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,118.75,7055.71557459982,No
1964-SVLEA,Male,0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,118.75,7451.41557459982,No
4587-NUKOX,Female,0,No,No,72.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,118.75,7282.01557459982,Yes
7297-DVYGA,Female,0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),118.75,8032.46557459982,No
2239-CGBUZ,Female,0,Yes,No,72.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),118.75,8684.8,No
0854-UYHZD,Female,0,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,118.75,7300.81557459982,No
7243-LCGGZ,Female,0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,118.75,7056.41557459982,No
8267-KFGYD,Male,0,No,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,118.75,7056.56557459982,No
4890-VMUAV,Male,0,No,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,118.75,8684.8,No
9261-WDCAF,Male,0,No,No,72.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,118.75,7224.61557459982,No
3764-MNMOI,Male,0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),118.75,7943.66557459982,No
7442-YGZFK,Male,0,No,No,72.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),118.75,7085.31557459982,No
0420-BWTPW,Male,0,No,Yes,72.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,118.75,7250.71557459982,Yes
8229-BUJHX,Female,0,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),118.75,8536.46557459982,No
7449-HVPIV,Male,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),118.75,8684.8,No
5504-WSIUR,Female,0,No,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),118.75,8684.8,No
8183-ONMXC,Female,0,No,No,72.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,118.75,7194.96557459982,Yes
8466-PZBLH,Male,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),118.75,8684.8,No
9614-RMGHA,Male,0,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),118.75,8684.8,Yes
8735-IJJEG,Male,0,Yes,No,72.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),118.75,7704.36557459982,No
0564-MUUQK,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),118.75,8684.8,No
5054-IEXZT,Male,0,No,Yes,72.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,118.75,7110.86557459982,Yes
5834-ASPWA,Male,0,No,No,72.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,118.75,7110.96557459982,Yes
0701-RFGFI,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.75,8684.8,No
0019-EFAEP,Female,0,No,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),118.75,8684.8,No
5619-PTMIK,Female,0,Yes,No,72.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,118.75,8684.8,No
3737-XBQDD,Male,0,No,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),118.75,8684.8,No
5882-CMAZQ,Female,0,Yes,Yes,72.0,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,118.75,7199.06557459982,No
5846-QFDFI,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),118.75,8684.8,No
4445-KWOKW,Female,0,No,No,72.0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),118.75,8684.8,No
3511-APPBJ,Male,0,No,No,72.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),118.75,8684.8,No
7967-HYCDE,Male,0,No,No,72.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),118.75,7588.91557459982,No
2430-RRYUW,Male,0,No,No,72.0,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,118.75,8684.8,No
3948-XHGNA,Male,0,No,No,72.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),118.75,8245.91557459982,Yes
3723-BFBGR,Male,1,No,No,72.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),118.75,8326.81557459982,No
0565-IYCGT,Male,0,No,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),118.75,8684.8,Yes
5447-WZAFP,Female,0,No,No,72.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,118.75,8684.8,No
5110-CHOPY,Female,0,No,No,72.0,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,118.75,8684.8,No
5445-UTODQ,Female,0,Yes,No,72.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,118.75,7612.16557459982,Yes
4425-OWHWB,Female,0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),118.75,7469.26557459982,No
7892-QVYKW,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,118.75,8684.8,No
9675-ICXCT,Male,0,Yes,Yes,72.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.75,8684.8,No
1024-VRZHF,Male,0,Yes,No,72.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,118.75,7861.21557459982,Yes
4703-MQYKT,Male,0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,118.75,7425.91557459982,No
9497-QCMMS,Male,1,No,No,72.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,7129.06557459982,Yes
5692-ICXLW,Male,1,No,No,72.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,118.75,8684.8,No
0602-DDUML,Female,0,No,No,72.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,118.75,8684.8,No
2208-MPXIO,Female,0,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),118.75,7921.91557459982,No
1960-UYCNN,Male,0,No,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,118.75,8057.06557459982,No
0348-SDKOL,Female,0,Yes,No,72.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.75,8684.8,Yes
3190-FZATL,Male,0,No,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,118.75,7303.91557459982,No
7336-RLLRH,Male,0,Yes,No,72.0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,118.75,8684.8,No
4373-MAVJG,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),118.75,8294.51557459982,Yes
8901-HJXTF,Female,0,Yes,Yes,72.0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,118.75,7344.61557459982,Yes
7710-JSYOA,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),118.75,8684.8,No
5419-KLXBN,Female,0,Yes,Yes,72.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),118.75,8684.8,Yes
3424-NMNBO,Male,1,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,118.75,8684.8,Yes
9885-MFVSU,Female,0,Yes,Yes,72.0,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),118.75,8684.8,No
4514-GFCFI,Female,1,No,No,72.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,118.75,8385.66557459982,Yes
0607-MVMGC,Male,0,Yes,Yes,72.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),118.75,8684.8,No
3365-SAIGS,Female,0,No,No,72.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,118.75,8364.66557459982,No
9828-AOQLM,Female,0,Yes,Yes,72.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,118.75,7081.21557459982,Yes
8022-BECSI,Male,0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,118.75,7458.01557459982,No
8000-REIQB,Female,1,No,No,72.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,118.75,7105.46557459982,Yes
9993-LHIEB,Male,0,Yes,Yes,72.0,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,118.75,8684.8,No
0266-CLZKZ,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.75,8684.8,No
7615-ESMYF,Female,0,Yes,No,72.0,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,118.75,7132.61557459982,Yes
3858-VOBET,Male,0,No,No,72.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,118.75,8684.8,Yes
7020-OZKXZ,Female,1,No,No,72.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),118.75,7672.91557459982,No
3977-QCRSL,Female,0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,118.75,7153.46557459982,No
0017-DINOC,Male,0,No,No,72.0,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),118.75,8684.8,No
1447-PJGGA,Female,0,No,No,72.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,118.75,8684.8,Yes
8565-CLBZW,Male,0,No,No,72.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,118.75,8684.8,Yes
9139-WQQDY,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,118.75,8684.8,Yes
0224-HJAPT,Male,0,No,No,72.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,118.75,7258.66557459982,Yes
8086-OVPWV,Male,0,No,No,72.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,118.75,7216.61557459982,Yes
9430-FRQOC,Female,0,No,Yes,72.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,118.75,7376.96557459982,Yes
7639-OPLNG,Male,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),118.75,8684.8,No
3074-GQWYX,Male,0,No,No,72.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),118.75,7393.26557459982,Yes
1492-QGCLU,Male,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,118.75,8684.8,No
6845-RGTYS,Female,0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,118.75,8684.8,Yes
7328-OWMOM,Female,0,No,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),118.75,7624.76557459982,No
4418-LZMSV,Male,0,Yes,Yes,72.0,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),118.75,7785.61557459982,No
5155-AZQPB,Female,0,Yes,Yes,72.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,118.75,8445.76557459982,No
8861-HGGKB,Female,0,No,No,72.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,118.75,7866.36557459982,Yes
1087-GRUYI,Male,0,Yes,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),118.75,7779.01557459982,No
7065-YUNRY,Female,0,No,No,72.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,118.75,7080.81557459982,Yes
7694-VLBWQ,Male,0,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,118.75,8684.8,Yes
2546-KZAAT,Male,0,Yes,No,72.0,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,118.75,8684.8,No
0181-RITDD,Male,0,Yes,Yes,72.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,118.75,8684.8,No
5989-PGKJB,Female,0,No,No,72.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,118.75,8375.61557459982,No
4795-KTRTH,Female,1,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,118.75,7407.16557459982,Yes
8272-ONJLV,Male,0,No,No,72.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,118.75,8219.51557459982,No
1488-PBLJN,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.75,8684.8,No
0308-GIQJT,Male,1,No,No,72.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),118.75,8684.8,No
3778-FOAQW,Female,0,Yes,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,118.75,7492.36557459982,No
4452-ROHMO,Female,0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,118.75,7367.11557459982,No
6481-OGDOO,Male,0,Yes,No,72.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),118.75,8684.8,Yes
3090-LETTY,Male,0,No,Yes,72.0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),118.75,7170.11557459982,No
5349-AZPEW,Female,0,Yes,Yes,72.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,118.75,7161.01557459982,No
3753-TSEMP,Female,0,Yes,No,72.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,118.75,8426.11557459982,Yes
8305-VHZBZ,Male,0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,118.75,7055.71557459982,Yes
9720-JJJOR,Male,0,Yes,Yes,72.0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),118.75,8684.8,No
8100-HZZLJ,Female,0,No,Yes,72.0,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,118.75,8684.8,No
8775-ERLNB,Male,1,Yes,No,72.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,118.75,7109.81557459982,No
8309-IEYJD,Female,1,No,No,72.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,118.75,7106.11557459982,No
9172-JITSM,Female,0,Yes,Yes,72.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,8684.8,Yes
6298-QDFNH,Male,0,No,No,72.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,118.75,8684.8,Yes
7398-HPYZQ,Male,0,Yes,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),118.75,8684.8,No
3546-GHEAE,Male,0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,118.75,7200.86557459982,No
7361-YPXFS,Female,1,No,No,72.0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),118.75,8684.8,No
6557-BZXLQ,Male,1,No,No,72.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,118.75,8078.81557459982,No
2550-QHZGP,Male,0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,118.75,7164.11557459982,No
7519-JTWQH,Female,0,No,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.75,8684.8,No
2538-OIMXF,Female,0,No,Yes,72.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,118.75,7060.21557459982,No
8543-MSDMF,Male,0,No,No,72.0,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,7241.66557459982,No
9961-JBNMK,Male,1,No,No,72.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.75,8684.8,Yes
1170-SASML,Female,0,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),118.75,8684.8,No
4872-JCVCA,Female,0,Yes,No,72.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),118.75,8684.8,No
5346-BZCHP,Female,0,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,118.75,8381.71557459982,No
2038-LLMLM,Female,0,No,No,72.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,8684.8,No
6173-ITPWD,Male,0,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),118.75,8684.8,Yes
9734-UYXQI,Female,0,No,No,72.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,118.75,7142.06557459982,Yes
1216-BGTSP,Male,0,No,No,72.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.75,8684.8,No
4138-NAXED,Male,0,No,No,72.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),118.75,8684.8,No
2189-UXTKY,Female,0,Yes,No,72.0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,8684.8,Yes
0744-BIKKF,Male,0,No,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),118.75,8684.8,No
7483-IQWIB,Male,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,118.75,8684.8,No
5248-KWLAR,Male,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,118.75,8684.8,No
4958-GZWIY,Male,0,Yes,Yes,72.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,118.75,7375.76557459982,Yes
7996-MHXLW,Female,0,No,No,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),118.75,8684.8,No
7833-PKIHD,Male,0,Yes,Yes,72.0,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.75,8684.8,No
7061-OVMIM,Female,0,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),118.75,7644.01557459982,No
5153-RTHKF,Female,0,No,No,72.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,118.75,8684.8,No
